SquareFootage,NumBathrooms,NumBedrooms,RenovationQuality,DistanceToCityCenter,AgeOfHome,Price
1211.64,2.290264744,3,8.03,7.23,12.98,474269.9146
753.72,3.374582379,3,7.81,7.48,41.83,347770.319
1298.5,2.179890177,3,5.17,6.76,33.31,315305.8611
550.0,1.340437138,3,7.26,22.49,3.47,134130.7502
1207.93,1.0,4,4.44,16.04,54.12,565338.9769
760.03,3.537338211,5,4.03,13.43,57.29,626317.161
1157.68,1.025736516,3,5.82,7.93,11.92,304817.7262
1197.95,1.477818763,4,4.82,0.78,39.78,579828.7902
1972.1,1.0,5,3.34,13.29,51.26,605332.7378
1350.74,3.122505106,1,5.35,38.48,65.13,296296.8546
887.74,2.035870756,4,3.67,14.76,44.13,183399.3991
615.7,3.185997473,2,3.68,22.49,18.66,198567.0514
1230.02,1.558776937,3,5.64,35.5,17.5,297541.9988
1207.69,1.032576966,2,0.09,19.98,13.35,121533.3732
550.0,3.318284837,4,8.28,10.92,45.91,269500.4758
858.39,1.792284334,3,3.47,41.67,98.43,306825.0784
2838.63,1.444327588,3,8.13,22.13,110.92,462043.3268
781.76,1.0,5,6.67,25.06,17.66,379212.9742
783.16,3.590101283,3,5.63,31.26,36.15,538563.3249
550.67,2.732691674,3,4.35,34.49,72.41,185708.2598
550.0,2.136819373,2,5.9,19.47,29.44,204927.6177
972.21,1.150656826,3,0.95,10.11,47.5,151390.0694
943.16,4.387027739,3,7.82,12.99,18.05,407894.8717
550.0,2.385126613,2,1.7,2.18,66.79,146184.7259
1291.47,1.0,3,8.61,4.13,64.39,399129.7357
683.28,2.279648581,4,5.55,4.09,20.2,321849.8444
550.0,1.407085557,5,4.34,11.67,80.22,284876.22
950.3,1.983214114,3,2.84,15.61,103.62,216027.484
550.0,2.496739991,2,4.03,25.34,56.84,128268.9952
677.25,2.335926937,2,1.08,32.28,17.78,149122.5341
939.55,3.137903025,5,9.1,16.56,103.39,410357.2197
1032.08,1.118297751,2,0.27,14.57,4.13,153304.2906
550.0,2.139813931,2,2.23,21.86,98.5,114500.6397
805.65,2.055810249,1,4.79,18.09,21.07,97058.08872
1921.88,1.522281992,2,8.52,30.66,104.99,498653.2234
550.0,2.474901675,4,5.97,15.15,48.69,326028.4247
1562.16,2.027277539,4,6.21,12.84,92.86,286534.2868
1546.07,3.303642262,2,7.12,1.78,25.11,316992.3677
814.83,3.473063963,4,4.57,12.19,13.53,532855.9444
550.0,1.796173542,2,2.01,24.97,96.15,150830.2384
652.27,1.815823712,3,4.06,10.93,53.99,244951.2147
1450.32,2.131903007,2,3.09,4.16,22.77,192507.0224
550.0,2.639536292,4,3.93,25.43,54.3,169398.5841
550.0,1.056415847,1,1.93,41.49,84.19,177071.275
793.32,1.0,3,6.67,24.07,39.23,228390.5602
746.67,1.502518068,4,5.17,12.47,56.9,384970.3986
577.84,1.0,2,3.71,3.54,12.64,116678.9211
1093.75,1.197647935,2,5.24,29.92,44.17,244814.255
1593.06,2.545332347,4,9.94,8.12,72.49,323479.2753
550.0,1.0,2,0.81,8.67,22.48,291636.1534
1337.19,1.719880629,2,6.29,22.82,14.15,174132.6508
1138.68,2.520716266,4,8.14,12.12,33.91,400906.5969
1008.86,2.969001397,2,5.27,24.26,29.42,317480.6157
1815.46,1.0,2,4.14,29.64,27.17,176935.0647
1408.62,1.435982477,2,3.75,29.47,7.86,169634.2876
550.0,2.478040311,1,4.13,4.34,13.51,108024.4623
841.26,1.0,3,4.34,24.79,99.51,146209.3815
1317.5,1.0,4,6.59,6.17,25.79,443293.6067
553.63,1.615838061,2,0.24,18.55,58.29,239641.2752
964.6,2.337606539,3,6.58,6.86,99.94,271593.7546
1128.99,2.470981032,2,5.52,1.18,53.32,362926.5998
1557.12,3.461911975,3,3.61,10.06,17.71,415436.8385
669.93,4.614818779,4,5.26,0.55,65.06,375354.3711
1536.79,1.0,1,3.97,63.48,103.95,153280.776
797.88,2.99523134,2,3.48,16.2,74.97,281220.2829
2181.96,2.465635989,2,6.57,14.64,13.11,311079.6871
1065.93,2.144084909,2,4.96,5.34,34.34,154243.4509
1208.48,1.703415481,3,1.85,22.09,35.89,247757.2793
980.86,1.592912204,4,3.15,23.59,14.69,340631.8618
550.0,1.508227609,2,1.09,26.31,27.22,91076.81329
1051.64,3.319745999,2,8.93,3.84,43.72,243947.2442
808.35,3.343907539,4,7.53,22.99,43.08,509765.5037
1265.16,1.0,4,9.44,39.29,60.39,290215.0327
1280.31,1.875373694,3,5.19,12.51,62.37,305549.9909
1633.22,2.519661544,3,8.25,1.82,4.36,648983.5545
1415.76,2.421315332,4,5.36,15.96,117.42,416898.1012
1004.72,2.683643223,5,7.63,4.14,25.98,475149.7195
1207.53,2.739403801,3,7.57,14.35,79.98,278669.5552
550.0,1.314401577,3,3.41,8.57,8.82,155604.02
1038.76,1.596773589,3,2.66,7.86,37.25,196980.4189
1567.09,2.47389699,2,6.96,3.03,97.63,242090.3177
783.68,2.430473572,2,1.52,6.84,28.55,178277.2988
1319.82,2.760656615,3,7.96,18.76,37.36,336680.312
1335.59,1.605689015,2,4.66,31.97,5.54,220143.6872
827.25,1.034618239,3,5.54,15.91,32.58,249268.1619
550.0,1.644489249,1,1.3,29.65,72.02,322811.1839
1175.26,1.990264071,3,5.4,4.04,8.5,407702.4333
1166.38,3.239547258,3,3.1,2.96,41.2,383724.1186
1389.66,1.626393405,4,6.85,11.68,18.98,293738.7038
748.89,1.839302705,5,5.06,45.95,96.5,488567.3674
970.71,2.299245116,3,5.54,36.74,1.04,202639.4567
1159.75,2.722240013,3,4.96,1.14,48.89,361201.223
1247.77,2.237437314,3,6.24,27.03,11.2,303919.7476
1351.0,1.987571678,4,7.85,8.75,44.75,306771.0113
1466.77,3.078264912,3,5.76,19.77,12.44,342115.0793
1253.45,1.500422648,3,4.83,17.58,108.57,172082.2746
1192.9,4.003837009,5,6.84,13.26,70.33,699204.7702
550.0,3.743513517,3,3.36,9.2,53.18,333044.5036
2018.97,2.865799987,3,5.39,20.71,25.93,552185.9948
1623.34,1.49418135,2,6.08,0.22,83.11,139344.0338
1085.44,2.236150281,3,6.94,37.94,30.29,194450.1547
550.0,1.53700613,3,4.88,23.72,38.74,164222.1711
720.82,1.809550305,2,5.39,18.36,64.39,156581.1599
688.09,2.982390005,3,5.22,14.36,68.12,344545.4984
550.0,1.266494643,3,3.28,16.19,39.47,138522.2516
631.66,2.132253527,5,10.0,22.84,54.69,448028.7047
1179.85,4.129395778,3,5.42,10.55,17.98,542507.0004
550.0,2.949512557,2,6.82,20.29,92.63,205001.7894
1929.33,1.394195228,4,5.29,25.89,24.92,377699.5036
1410.69,2.905266983,4,7.34,36.15,101.07,655655.4963
931.09,1.113645961,3,4.71,1.76,42.88,182677.8882
550.0,2.749640451,2,5.85,14.25,9.54,174698.0105
1121.1,2.146539487,4,6.36,9.42,22.44,253190.5315
1169.3,1.654690252,5,3.63,10.44,21.16,494047.2404
1405.88,2.389428059,4,6.09,13.49,19.14,572701.7326
599.67,1.0,2,3.9,5.56,57.67,147459.0361
550.0,1.889657826,2,2.64,54.02,34.15,107444.0965
905.99,2.394201893,2,3.09,1.79,30.62,255798.0539
1169.91,1.0,5,3.97,1.3,54.9,287671.3808
752.01,1.0,4,4.89,1.83,18.97,129485.9721
1212.97,1.828237036,4,7.63,20.71,26.2,509492.6003
1168.67,1.733532631,2,7.03,7.21,56.8,175648.9446
1659.3,1.361319973,5,7.04,14.22,39.95,516020.9028
1856.98,2.846272555,3,7.42,26.06,14.21,427689.9658
1965.66,3.273779005,3,5.87,14.69,37.1,378672.5579
860.32,1.096057482,3,2.99,23.03,65.03,129329.3717
670.27,2.49452896,2,2.81,15.59,41.05,191113.1065
1179.79,1.753050677,3,7.78,1.61,66.06,332189.1019
1099.53,1.0,3,3.46,0.22,62.5,288045.5479
650.36,1.82733321,3,3.85,26.71,29.36,360685.8504
550.0,2.92510514,4,6.72,24.19,29.12,257834.9712
1063.19,1.0,4,4.49,20.55,80.2,298909.3055
1237.47,1.484141366,3,3.7,35.18,105.76,378924.1605
609.69,1.229508853,5,4.23,10.84,17.99,308561.9271
849.29,3.056622072,4,8.66,6.26,28.14,653603.5026
781.01,1.0,4,4.69,41.59,7.17,304061.1571
1456.45,1.0,2,5.04,30.25,58.36,187888.8282
978.99,2.751617156,4,8.3,15.14,29.76,357079.6137
2550.32,3.004656078,4,5.58,16.92,77.31,606503.4716
1186.79,1.418717367,1,5.94,9.18,83.62,312785.3969
1504.98,3.628470131,2,6.76,6.77,70.59,545669.8696
1161.83,2.883597828,3,4.6,8.36,5.94,282579.157
1073.25,1.211519216,4,3.14,31.67,47.62,179304.2649
1325.57,2.663115352,3,7.06,24.83,51.99,570597.1907
1729.78,3.700601776,5,8.88,3.41,6.62,523957.4089
1060.34,1.20567534,2,4.38,11.38,55.53,168112.9189
1688.66,2.920013713,3,6.93,7.99,16.91,301531.291
600.98,2.060786157,3,5.33,17.32,15.31,211546.9364
641.81,1.753531288,3,4.32,19.24,45.49,209297.3314
1276.99,1.0,4,5.37,2.96,32.18,240045.8232
992.46,1.279429989,1,2.79,32.8,43.37,115076.6196
1379.86,2.072580543,3,5.94,14.53,66.8,504221.8113
1112.35,1.785874314,5,3.91,20.59,71.92,322441.2591
1528.58,2.118791517,3,5.11,3.81,58.07,353948.1172
587.88,3.642300661,3,4.57,8.49,65.7,292651.1657
630.03,3.581893302,3,6.26,9.68,62.44,216351.837
1523.17,2.209791231,4,5.91,11.07,90.32,295342.0273
1653.52,2.818510209,2,6.03,24.35,10.34,387338.4613
1297.31,3.409991183,4,10.0,8.48,13.86,337752.827
1105.46,2.913019554,4,8.95,18.65,132.62,487625.5253
864.12,1.834820682,3,6.06,21.52,34.27,333524.6641
1104.41,2.183057191,3,5.03,15.15,86.15,181623.4481
550.0,1.898709358,3,6.1,27.06,61.81,156388.6005
2282.45,2.476883881,5,7.49,30.9,55.99,876062.3682
852.26,1.712161555,3,5.34,33.99,49.33,170256.9448
1149.13,2.41414065,2,6.13,16.9,38.34,239896.6105
1002.74,1.623254392,1,3.11,29.88,87.01,118378.6969
1016.18,3.75034995,2,2.92,2.22,41.03,362504.8069
710.11,4.323532508,3,5.87,13.48,19.9,527035.421
1539.94,2.830258839,3,6.83,39.67,31.34,308897.155
1496.13,3.009158001,4,6.72,18.91,13.48,343291.7696
550.0,1.146577118,4,6.16,9.84,14.32,267446.7827
1453.4,2.815530366,4,5.35,30.21,9.37,391358.4336
1778.38,2.606368133,3,5.26,27.59,133.54,356287.0826
878.21,1.66438735,1,5.67,2.83,5.44,103727.154
970.23,1.932693583,1,4.87,5.09,16.5,262097.6178
1295.36,1.415277879,2,4.92,16.08,106.99,301123.5065
1385.27,3.099923192,4,3.76,17.41,28.24,373346.7227
1572.26,1.89491492,2,8.58,28.72,45.31,229454.0694
1109.34,1.0,3,6.73,56.61,48.09,202100.7793
561.83,2.81568322,3,3.06,35.85,28.72,286409.3475
969.5,4.300159823,3,7.01,11.43,24.19,497905.6963
1196.62,1.720730878,2,6.89,22.53,70.51,154037.7848
550.0,2.347380909,4,1.7,18.74,107.62,184006.5948
1559.54,3.56385899,3,7.17,16.29,76.91,571770.6133
1116.57,2.630734238,3,4.08,24.39,60.82,393815.2236
550.0,2.512785685,3,4.34,47.86,14.44,160474.9654
1659.0,2.468804774,4,7.14,12.87,58.54,477409.4396
1628.4,2.88028503,3,8.19,13.45,8.32,646044.7923
1066.81,2.186455798,3,6.41,17.57,42.11,261202.3314
1734.13,1.258619347,3,2.03,16.4,48.66,239397.9238
550.0,1.488508079,2,3.41,27.44,79.69,234719.5722
667.55,2.311452731,1,5.3,21.24,18.54,118774.584
1249.28,1.556925438,4,5.49,5.46,19.1,539870.7988
1371.17,1.068107256,2,4.97,2.95,71.63,291864.0579
550.0,2.626374098,3,3.48,3.93,61.09,118005.4383
675.02,3.543320984,4,5.87,0.51,8.42,387216.5626
550.0,1.0,1,4.88,12.89,84.68,163677.9423
1484.35,2.364476058,4,7.96,19.63,24.74,373566.5159
1520.86,1.142978336,3,4.93,13.44,58.45,358909.4737
804.42,1.731522354,3,6.19,14.28,32.33,296317.4918
550.0,3.451538043,1,3.87,45.43,38.63,137212.5389
1836.82,2.233311528,2,4.79,41.74,87.98,284968.1098
1396.24,1.0,4,6.14,6.75,25.51,197259.9378
787.7,2.080613176,2,3.62,21.69,48.54,128296.7434
1600.19,1.068411809,2,4.05,8.91,162.85,177950.6854
1682.91,1.951373251,4,3.61,8.77,99.33,484526.5342
550.0,2.510126506,3,4.09,30.59,52.35,170712.7342
1078.07,1.0,4,2.97,12.18,52.26,254583.4506
1901.93,5.444192013,4,9.32,3.5,13.78,991274.4424
550.0,3.704782277,3,6.23,6.11,11.13,340564.4614
898.42,3.252616529,2,5.03,14.5,56.46,222700.0343
1422.5,2.868660955,3,4.97,2.36,13.98,391309.264
1167.52,1.940846155,4,7.1,36.04,30.2,667307.0133
798.61,1.569698146,2,3.92,31.12,53.3,122588.4295
550.0,2.037002606,3,1.48,20.62,66.74,195297.2596
736.85,4.646032403,1,3.65,16.72,62.36,351781.2559
566.19,2.457386635,4,6.33,15.06,67.93,277628.6859
651.19,1.986351784,3,3.11,13.24,33.06,127257.9956
876.47,1.282983315,3,3.0,5.1,73.26,317286.8387
777.03,1.0,2,5.04,29.88,48.98,182376.0913
550.0,1.504012334,1,3.49,26.56,79.8,252533.7874
1042.39,1.906404284,4,5.8,17.42,32.15,541277.4834
550.0,1.848020846,3,3.08,24.47,43.49,194267.5167
2120.93,2.647130908,3,5.76,1.45,23.94,431823.3071
1459.79,3.546818063,2,4.07,13.46,49.96,300430.7599
927.23,3.076841003,5,7.94,6.73,31.76,559270.6017
550.0,1.412519381,3,2.88,14.66,4.14,107426.5406
550.0,2.952521792,3,6.58,44.36,81.02,211818.7781
706.56,1.746485857,4,2.78,6.27,103.24,122305.3568
968.63,1.0,3,4.79,12.92,43.74,243254.6491
1131.51,1.0,2,4.47,16.6,103.67,204755.9384
1373.44,3.166584641,5,7.72,22.01,25.92,475681.4227
794.37,3.36973666,3,4.8,26.83,40.27,310568.5287
1856.18,3.158665922,2,7.56,7.81,22.68,266078.998
1144.41,1.0,4,4.12,0.82,77.71,407612.3561
694.46,1.0,4,6.49,23.31,21.96,321391.2068
903.05,2.134331762,3,6.08,41.51,42.27,445125.9499
1886.86,3.057287431,4,6.83,11.76,16.45,801352.1832
2592.94,3.562343743,3,7.87,14.08,89.02,789259.36
550.0,1.0,3,4.14,5.86,4.8,132566.4047
810.55,1.0,3,2.73,3.55,19.0,189418.2463
550.0,1.167339387,4,3.95,0.12,9.49,164865.8263
1258.83,2.035274271,2,5.2,7.99,2.71,300974.5539
1464.65,2.000382093,4,4.39,8.04,43.22,273450.5838
550.0,3.276958827,4,4.22,7.41,10.23,266242.4441
917.46,1.0,3,2.84,42.12,25.57,235906.2019
1008.98,2.205272443,2,3.42,14.07,109.27,220347.0714
1346.45,3.497067551,3,6.38,29.52,1.58,523759.2625
550.0,1.755986389,3,4.82,35.61,131.75,164309.6409
1709.34,1.0,2,7.35,3.79,42.16,259902.1156
1262.34,1.241396347,5,6.22,11.98,10.49,557539.1088
2336.4,1.0,3,8.65,8.27,41.32,372049.4141
1053.27,1.027159644,3,5.28,26.82,50.66,264591.9065
1044.43,1.0,3,2.17,15.53,35.66,145942.1369
993.75,1.188211794,3,6.88,12.34,43.96,134257.9645
1428.66,1.912768878,4,6.04,19.43,8.01,493676.5673
627.46,1.1951207,2,1.68,19.93,5.62,471910.8547
820.47,1.783050325,2,7.84,32.53,24.39,242810.4204
1524.6,3.289399618,3,7.69,5.09,7.79,382061.9295
609.97,1.0,3,5.92,21.88,123.09,107249.169
1035.22,3.566196727,5,7.2,13.18,3.25,771435.436
1657.28,1.497898373,3,6.0,7.9,26.77,509360.4471
1384.52,3.207645002,5,6.76,0.06,20.41,691793.7395
1290.57,1.501609629,4,5.49,34.52,90.44,245612.8604
974.62,1.0,3,8.12,15.75,14.19,319396.2929
1606.97,1.253391181,4,6.76,0.53,27.01,547065.5475
589.27,2.242666173,4,7.04,12.52,4.68,239850.3375
1438.56,2.755736285,3,7.52,22.85,102.49,470273.5243
1637.04,2.255785388,4,6.44,3.38,18.7,333345.3744
1864.1,1.0,4,4.58,17.27,12.75,395370.0208
1966.16,1.135847742,1,2.8,14.23,3.39,206191.2904
550.0,1.098212074,2,6.01,46.7,66.75,157820.79
780.03,4.016612021,4,5.1,20.37,40.33,538782.9954
1564.82,4.047821104,3,7.96,15.11,39.67,863863.8828
813.95,1.0,4,4.99,5.62,18.46,343937.572
674.64,1.246114285,3,3.95,12.54,6.17,264914.0796
616.33,1.0,3,4.84,29.21,24.69,137586.1798
748.24,1.390644092,3,6.94,8.84,56.47,222458.8726
888.39,1.030126788,4,6.16,49.6,9.77,249787.5681
550.0,3.557614325,1,1.48,10.68,0.13,93232.90803
829.55,2.013780576,4,4.85,7.71,67.09,266749.8707
1924.5,4.75024031,3,8.96,31.24,0.32,646526.0787
701.73,1.603980999,3,4.03,24.89,39.1,152376.5716
756.78,2.113764842,4,4.74,10.76,12.68,210121.9913
817.57,1.0,3,2.34,19.82,129.23,204229.4149
690.57,1.910417359,3,3.48,19.19,22.49,219846.6577
550.0,1.808288018,3,4.86,21.27,51.61,184777.0587
1056.76,2.192963573,4,3.86,12.3,25.63,360219.5148
550.0,3.179906914,2,4.54,20.2,83.67,265452.2969
1140.21,2.701141029,4,4.73,6.79,40.99,400961.5153
917.28,1.0,3,3.27,36.92,8.89,236691.7614
592.53,1.824204056,3,4.69,36.99,99.13,169045.8255
836.62,2.483094646,3,3.99,32.78,62.4,272444.5384
1215.17,2.028922766,2,5.4,18.91,113.05,250745.5197
2177.7,3.355930759,2,7.15,25.62,7.59,505151.2756
798.01,3.467801842,2,3.62,16.81,44.62,278006.7584
1635.79,1.258883874,2,6.09,2.22,58.37,339460.7397
599.43,2.73170379,3,1.05,30.41,94.11,152661.8792
1151.07,1.70946631,4,6.21,8.42,26.01,248308.2316
1314.72,1.0,2,3.8,7.51,7.83,248774.6128
550.0,1.313417098,1,0.33,10.99,64.23,247865.2916
584.48,1.0,2,3.86,35.69,156.81,178942.3661
1517.93,1.979825365,3,4.8,13.14,9.86,530535.336
550.0,3.191463348,3,4.74,10.05,29.47,267812.1871
862.05,1.303045059,4,3.04,24.69,29.08,321147.6717
798.62,1.424847946,3,4.97,15.81,15.09,196172.7438
1233.61,1.0,3,2.86,40.73,60.94,187035.2859
1091.16,2.048895801,4,7.65,1.73,25.58,420325.6531
1076.36,2.332579938,2,3.58,41.21,28.01,226612.8674
961.97,1.747315056,3,4.2,12.76,26.12,376806.9077
1030.27,1.306311993,3,3.43,8.84,15.76,309973.0901
1019.73,1.225188585,3,4.93,19.41,12.29,312135.2372
964.27,1.0,6,5.04,29.05,76.89,476766.0442
1367.75,2.606302341,4,7.45,5.04,63.9,470749.5279
564.44,1.694957134,1,2.27,10.09,7.11,92151.74651
550.0,1.558136429,3,3.81,29.77,30.85,156383.6703
550.0,4.155436811,4,7.07,3.35,43.87,415443.2647
550.0,1.41519237,3,4.32,7.35,16.6,188982.5945
550.0,2.408600247,3,3.6,19.25,130.9,276102.4432
1267.8,1.302946708,4,4.81,25.54,12.69,342470.7477
1037.77,2.157451619,4,4.67,18.15,14.34,410505.7881
1173.31,2.824541086,1,5.84,9.02,18.36,208764.2546
1216.19,3.342599119,3,5.65,12.63,104.1,259098.5476
1515.07,1.5055028,3,4.64,6.0,64.97,366361.8071
2115.54,2.70300501,1,6.44,30.55,5.16,498208.2619
1309.32,1.0,3,6.22,27.36,33.73,260376.9672
550.0,2.176413203,2,4.46,25.18,81.51,203731.6781
810.43,1.664133012,4,6.96,9.68,30.45,536029.0706
1283.06,1.578836827,3,4.63,5.6,50.41,214391.3055
992.53,2.595062141,3,3.53,12.5,56.51,332437.6919
550.0,1.0,2,2.92,17.24,7.31,270705.4256
1106.34,2.337172222,5,7.8,15.24,1.17,311596.6105
550.0,1.612192691,2,1.3,38.86,93.77,94893.72949
787.09,3.950754937,3,5.46,6.05,1.65,498591.0251
1539.17,3.217609257,4,8.1,9.73,21.72,592878.0164
1485.68,2.774651895,4,5.81,12.79,62.91,283593.8331
550.0,1.934438572,2,2.9,14.48,58.92,129388.4959
811.2,2.772769587,3,5.09,29.12,39.27,301411.1411
1142.69,1.530547627,3,4.47,15.37,45.29,263726.3798
1285.44,2.401828628,4,6.72,19.86,63.21,448917.0742
1102.88,1.380191579,4,8.05,49.5,56.78,277124.1579
955.82,1.975967913,3,4.24,32.53,41.71,440441.4913
740.51,1.47468566,2,4.12,8.44,73.79,203691.3864
874.22,1.0,3,3.15,19.61,39.05,254413.1466
1070.0,2.446062181,5,3.04,23.63,69.59,442788.154
1307.56,2.040012442,4,6.4,0.44,3.67,507185.9231
1109.92,3.385734939,4,8.21,32.78,23.01,396505.3981
2295.73,1.394803398,3,6.44,41.12,53.56,465411.917
1113.4,1.156614386,3,4.47,25.91,6.75,184676.9077
1128.26,2.574101471,3,5.95,3.97,89.18,416635.855
890.61,1.746394461,4,7.72,4.19,29.02,386911.5083
550.0,3.99467456,4,6.29,18.77,68.12,371056.8776
760.98,2.908583384,3,6.0,4.08,35.61,313837.4258
2130.05,1.0,2,3.93,30.91,49.11,333004.9719
1881.78,3.028002152,2,7.06,10.23,48.85,356250.7195
746.61,2.720435151,1,3.41,13.91,86.4,93305.58428
797.22,1.913274335,4,6.61,13.89,36.67,302079.734
932.66,1.55399752,2,4.02,8.4,23.4,232133.557
939.53,3.177402208,3,6.74,11.78,58.02,466152.7444
1581.07,2.881010452,3,6.19,7.31,33.39,254588.0358
1141.4,2.420222685,3,6.41,21.93,74.46,417029.354
1821.0,1.82700933,3,5.32,27.59,51.35,266635.8168
930.25,1.699286003,4,9.15,2.46,46.67,243698.2698
706.65,1.225752027,2,2.3,21.73,36.93,178681.0914
550.0,2.314482496,5,1.84,18.75,43.41,196674.5108
601.52,3.03960103,4,5.83,27.6,4.83,614452.2313
786.1,2.063828338,3,6.65,10.89,28.69,294738.4393
1334.82,1.121766359,3,2.65,10.18,88.77,202608.9636
821.78,1.0,3,4.34,0.76,16.02,196597.1681
1299.92,3.254882042,3,7.84,8.29,46.94,609953.1005
1095.74,4.360224712,4,9.88,1.84,83.88,559482.5761
1666.44,1.778872322,3,9.01,14.88,75.22,454453.7197
1173.64,2.301933032,3,3.87,9.74,147.97,432899.8862
1026.14,1.567010272,3,2.93,15.83,52.25,157531.1689
915.19,1.419031221,2,3.12,26.67,61.39,262977.1506
873.68,3.144285154,3,3.91,18.27,24.34,387589.0129
550.0,2.394913408,3,4.29,25.71,20.04,312373.5076
644.63,2.928678251,3,5.08,39.69,54.61,334675.3086
1676.09,3.015888437,2,6.21,5.19,43.21,570090.1058
1140.4,3.19354156,2,6.99,6.69,98.33,267725.9216
682.56,1.088556365,3,3.83,15.88,41.7,222065.2125
550.0,1.0,2,1.12,27.2,136.09,130991.5648
749.78,1.214083382,3,3.33,38.74,71.09,237711.8506
1362.44,3.287241569,3,8.11,36.86,92.36,408043.3866
550.5,1.0,3,6.08,17.89,69.62,114322.0427
709.19,3.504748093,2,3.27,26.61,42.64,243166.5359
936.61,1.113771364,4,4.13,15.35,11.41,273089.5777
851.58,2.756879317,5,3.59,29.0,21.44,354630.7593
1289.57,2.468771526,1,6.28,22.33,85.11,127826.9011
1476.34,1.886961381,4,7.68,19.47,85.14,517953.9197
1457.32,1.455427405,3,4.03,36.09,9.24,209251.238
559.96,2.534844934,3,7.76,13.59,14.72,469757.2951
680.49,2.059072256,2,5.07,0.43,71.73,223723.5155
822.88,2.905076681,1,4.66,12.25,20.16,190205.9094
870.74,1.0,3,4.01,8.46,72.34,253414.7142
559.28,1.0,1,3.14,58.14,63.4,192521.6106
941.5,1.0,3,5.54,14.93,26.1,191694.2262
1119.83,3.424566147,3,9.01,0.79,41.72,643258.8816
1352.46,1.689377334,2,5.87,19.97,69.87,233473.433
1001.84,3.428486819,2,6.34,7.33,57.8,403830.6891
1077.59,1.963756545,2,4.7,2.59,58.12,251684.8424
993.36,3.085294041,2,5.56,11.92,12.7,197654.435
1349.32,1.206595497,2,7.41,22.02,38.11,284982.2862
550.0,3.762071405,1,2.18,23.02,93.42,115802.4219
598.13,2.667348602,3,5.34,17.94,107.84,200630.6172
1345.99,1.500464999,3,7.14,22.94,67.57,396534.8625
717.8,1.0,3,4.75,20.54,78.09,150688.617
550.0,2.21754523,1,4.28,44.72,97.65,276181.7237
550.0,1.006560214,2,1.29,46.55,74.28,290806.1083
930.21,2.15092336,2,5.51,26.76,34.76,241370.1502
550.0,1.0,4,5.92,7.42,77.62,248188.2014
1538.8,1.849178478,2,5.36,16.7,90.17,300214.8036
909.84,1.200647068,3,4.03,24.16,91.54,162537.203
919.36,2.622515074,2,5.82,2.48,23.44,255152.0647
550.0,1.632584218,3,4.79,24.28,106.99,128435.0644
550.0,1.0,2,4.54,29.28,74.45,155726.5703
550.0,1.0,3,2.58,23.89,32.71,231333.2593
550.0,4.886619316,1,5.95,5.51,86.19,150555.0477
1677.82,1.852306618,3,7.04,13.27,42.24,513316.0016
550.0,3.005646014,4,9.07,1.58,28.94,315108.9475
550.0,2.023009426,1,0.16,37.2,82.54,167505.027
790.34,1.0,1,4.52,0.54,42.96,191821.5281
1473.2,4.342154715,3,8.31,25.87,54.82,273769.0828
550.0,1.0,3,3.5,15.41,78.51,146057.4532
1679.32,1.831668548,3,8.54,24.43,98.62,487725.8608
550.0,1.062691213,3,3.76,48.44,62.67,105428.4652
550.67,2.442586928,3,4.12,4.53,82.19,192298.4441
787.47,3.599050775,4,6.1,18.33,18.29,301303.5642
1467.32,1.166838317,3,5.6,19.82,49.6,317864.72
1137.14,1.0,5,5.06,6.45,86.06,333409.777
1915.74,1.981098936,5,6.2,14.15,82.92,553902.1136
964.89,2.506289425,1,6.21,36.67,35.09,264253.4463
1987.99,3.198804296,4,8.1,17.99,95.58,347345.675
1421.49,2.551228373,4,6.33,3.17,62.74,527403.0778
550.0,1.0,3,3.21,5.3,4.08,103526.004
1408.19,1.430931531,2,3.52,5.99,35.65,272324.5752
550.0,2.199335996,2,4.92,51.05,87.55,122433.8106
1615.16,1.0,4,4.41,7.22,51.01,355192.0153
1832.72,1.29102148,3,5.81,4.73,65.27,540879.1441
550.0,1.0,3,5.63,4.38,30.08,208066.991
852.81,2.903880319,4,3.22,3.43,4.34,312105.731
622.97,4.010238832,3,3.85,8.27,27.37,384852.8758
550.0,2.020616461,2,1.87,4.39,54.93,256224.6335
733.82,2.977502516,3,4.6,0.89,104.19,438846.4077
1976.75,3.505000706,3,8.33,41.64,89.54,482233.8104
2405.6,4.261199035,5,5.79,0.33,37.58,849297.2307
550.0,2.055341358,2,4.89,1.99,21.95,102571.8795
1017.85,1.972248716,3,3.37,11.84,63.8,296536.7354
1287.27,3.373992551,4,4.28,27.13,28.68,590336.7802
749.05,2.081880703,1,4.6,39.85,37.82,255664.0662
979.48,1.0,3,4.52,20.29,42.91,129666.8694
1372.23,2.375244271,3,9.45,28.02,3.61,377279.207
